ID Number,Date_Began,Year,General_Date (if date_began unknown),OrgName,Location (State),State,County,County,Primary CI Sector targeted,Secondary CI Sector,Strain,MITRE ATT&CK Software ID [if exists],"Duration (days, unless specified)",Duration Rank,Ransom Amount,Local Currency,RansomScale,PaidStatus,PayMethod (only if paid),AmtPaid,Source,Related incidents,Comments
1153,1/5/2022,2022,,Granite Wellness Centers,CA,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.beckershospitalreview.com/cybersecurity/15-600-patients-health-info-exposed-in-ransomware-attack-on-california-health-center.html,,
1154,1/5/2022,2022,,Bernalillo County,NM,,,,Government Facilities,,,,,,,,,,,,https://www.fairfieldcitizenonline.com/news/article/Bernalillo-County-reports-suspected-ransomware-16751448.php,,
1155,1/8/2022,2022,,Subex / Sectrio,CO,,,,Information Technology,,Ragnar Locker,S0481,,,,,,,,,https://denver.cbslocal.com/2022/01/11/ransomware-hack-ragnar-locker-subex-sectrio-broomfield-cybersecurity/,,
1156,1/9/2022,2022,,Jackson Hospital,FL,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.wjhg.com/2022/01/17/jackson-hospital-fends-off-ransomeware-attack/,,
1157,1/11/2022,2022,,Emil Frey,Switzerland,,,,Transportation Systems,,Hive,,,,,,,,,,https://www.zdnet.com/article/europes-biggest-car-dealer-hit-with-ransomware-attack/,,
1158,1/12/2022,2022,,Mail2World,Global,,,,Communications,,,,,,,,,,,,https://www.nvdaily.com/nvdaily/shentel-official-email-service-back-after-ransomware-attack/article_66c6689a-b085-5cc5-862b-b29290befb12.html,,
1159,1/13/2022,2022,,Albuquerque Public Schools,NM,,,,Education Facilities Subsector,,,,5 days,1 week or less,,,,,,,"https://www.zdnet.com/article/albuquerque-public-schools-shut-down-by-ransomware-incident/ ;
https://www.aps.edu/news/news-from-2021-2022/aps-resolves-ransomware-attack",,"Not connected to the attack on Bernalillo County, NM"
1160,1/15/2022,2022,Mid january 2022,Horizon Actuarial Services,USA,,,,Financial Services,,,,,,,,,Yes,,,https://www.techtarget.com/searchsecurity/news/252517955/Victims-of-Horizon-Actuarial-data-breach-exceed-1M,,
1161,1/18/2022,2022,,Delta Electronics,Taiwan,,,,Critical Manufacturing,,Conti,S0575,,,,$15 million,More than $5000000,,,,https://www.bleepingcomputer.com/news/security/taiwanese-apple-and-tesla-contractor-hit-by-conti-ransomware/,,
1162,1/19/2022,2022,,Curo Fund Services,South Africa,,,,Financial Services,,,,5 days,1 week or less,,,,,,,https://mybroadband.co.za/news/security/432056-ransomware-attack-took-down-r2-trillion-investment-company-for-five-days.html,,
1163,1/20/2022,2022,,Ohlone College,CA,,,,Education Facilities Subsector,,,,,,,,,,,,https://www.siliconvalley.com/2022/02/08/east-bay-community-college-data-breached-ransomware/,,
1164,1/24/2022,2022,,Linn County,OR,,,,Government Facilities,,,,,,,,,,,,https://kpic.com/news/local/linn-county-affected-by-ransomware-attack,,
1165,1/24/2022,2022,,Belarusian Railways,Belarus,,,,Transportation Systems,,,,,,,,,,,,https://www.wired.com/story/belarus-railways-ransomware-hack-cyber-partisans/,,"Ransom demands were not financial, but were political (e.g., release of political prisoners)"
1166,1/24/2022,2022,,Jax Spine and Pain Centers,FL,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.hipaajournal.com/four-healthcare-providers-hit-with-ransomware-attacks/,,
1167,1/27/2022,2022,,French Ministry of Justice,France,,,,Government Facilities,,,,,,,,,,,,https://www.politico.eu/article/infamous-ransomware-group-claims-it-hacked-frances-justice-ministry/,,
1168,1/28/2022,2022,,Kenyon Produce (KP) Snacks,UK,,,,Food and Agriculture,,Conti,S0575,,,,,,,,,https://www.bleepingcomputer.com/news/security/kp-snacks-giant-hit-by-conti-ransomware-deliveries-disrupted/,,
1169,1/29/2022,2022,,OilTanking GmbH and Mabanaft GmbH,Germany,,,,Energy,,BlackCat,,,,,,,,,,https://www.computerweekly.com/news/252512876/BlackCat-crew-supposedly-behind-OilTanking-ransomware-heist,,both are subsidiaries of the Marquard & Bahls group (potential breach point)
1170,1/30/2022,2022,,SEA-Tank Terminal,Belguim,,,,Transportation Systems,,,,,,,,,,,,"https://www.france24.com/en/live-news/20220203-european-oil-port-terminals-hit-by-cyberattack ;
https://thestack.technology/cyber-attacks-european-terminals-sea-invest-evos/#:~:text=SEA%2Dinvest%20told%20The%20Record,operations%20as%20of%20February%202.",,cyberattack; unclear if ransomware
1171,2/1/2022,2022,February 2022,City of Quincy MA,MA,,,,Government Facilities,,,,,,,,,,,,https://www.techtarget.com/searchsecurity/news/252514185/February-ransomware-attacks-hit-major-enterprises,,
1172,2/1/2022,2022,February 2022,Panasonic,Canada,,,,Information Technology,,Conti,S0575,,,,,,,,,https://techcrunch.com/2022/04/11/panasonic-canada-ransomware/?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAJTknUO-VdxNWLn5CRIzZ_OGavr1plBDDWACBDaFjS97mrGWCcvJOkWE35vauNYO55xeqpLktI6Wlv4a7brsrKA4BkxbYzln-YPFwuukfLNfiSV28msTT_zUYdpL8tTMRmpKJb8h1CtQbyzKMMf0wr-8XjEzNDOHVy70iy0VnkwB,,
1173,2/4/2022,2022,,Swissport International,Switzerland,,,,Transportation Systems,,BlackCat,,,,,,,,,,"https://www.bleepingcomputer.com/news/security/swissport-ransomware-attack-delays-flights-disrupts-operations/ ;
https://www.bleepingcomputer.com/news/security/blackcat-alphv-claims-swissport-ransomware-attack-leaks-data/",,
1174,2/4/2022,2022,,Mizuno,USA,,,,Commercial Facilities,,,,,,,,,,,,https://www.bleepingcomputer.com/news/security/sports-brand-mizuno-hit-with-ransomware-attack-delaying-orders/,,japanese business; USA corporate network targeted
1175,2/4/2022,2022,,University of Detroit Mercy,MI,,,,Education Facilities Subsector,,,,,,,,,,,,https://www.techtarget.com/searchsecurity/news/252514185/February-ransomware-attacks-hit-major-enterprises,,
1176,2/6/2022,2022,,NFL San Francisco 49ers Team,CA,,,,Commercial Facilities,,Blackbyte,,,More than 1 month,,,,,,,https://www.bleepingcomputer.com/news/security/san-francisco-49ers-blackbyte-ransomware-gang-stole-info-of-20k-people/,,
1177,2/12/2022,2022,,San Francisco 49ers NFL team,CA,,,,Commercial Facilities,,Blackbyte,,,,,,,,,,https://www.bleepingcomputer.com/news/security/nfls-san-francisco-49ers-hit-by-blackbyte-ransomware-attack/,,
1178,2/14/2022,2022,,Centralia College,WA,,,,Education Facilities Subsector,,,,,,,,,,,,https://www.govtech.com/education/higher-ed/centralia-college-ransomware-attack-made-data-inaccessible,,
1179,2/20/2022,2022,,Expeditors,WA,,,,Transportation Systems,,,,about 3 weeks,1 month or less,,,,,,,"https://www.bleepingcomputer.com/news/security/expeditors-shuts-down-global-operations-after-likely-ransomware-attack/ ;
https://thestack.technology/expeditors-ransomware-costs-freight-forwarding/",,
1180,2/25/2022,2022,,McDonald's Corporation,Global,,,,Food and Agriculture,,Snatch,,,,,,,,,,https://www.dailymail.co.uk/news/article-10553013/Russia-linked-hacker-gang-claims-ransomware-attack-McDonalds.html,,Snatch members are Russian speaking; attack possibly linked to Ukraine-Russia conflict
1181,2/25/2022,2022,,Nvidia,USA,,,,Critical Manufacturing,,Lapsus$,,,,,,,,,,https://www.pcmag.com/news/nvidia-investigates-potential-ransomware-incident,,
1182,2/25/2022,2022,,Spine Diagnostic and Pain Treatment,LA,,,,Healthcare and Public Health,,Conti,S0575,,,,,,,,,https://www.databreaches.net/la-spine-diagnostic-pain-treatment-patient-files-show-up-on-ransomware-site/,,
1183,2/26/2022,2022,,Professional Finance Company Inc. (PFC),CO,,,,Financial Services,Healthcare and Public Health,Quantum,,,,,,,,,,https://www.bleepingcomputer.com/news/security/quantum-ransomware-attack-affects-657-healthcare-orgs/,,
1184,2/27/2022,2022,,Bridgestone Americas,TN,,,,Critical Manufacturing,,LockBit,,10 days,1 month or less,,,,,,,https://www.msspalert.com/cybersecurity-breaches-and-attacks/ransomware/bridgestone-cyberattack-timeline-and-ransomware-recovery-details/,,
1185,2/28/2022,2022,,Kojima Industries,Japan,,,,Critical Manufacturing,,,,,,,,,,,,https://www.bleepingcomputer.com/news/security/toyota-halts-production-after-reported-cyberattack-on-supplier/,,
1186,3/1/2022,2022,March 2022,OKC Indian Clinic (OKCIC),OK,,,,Healthcare and Public Health,,,,,,,,,,,,https://kfor.com/news/local/ransomware-group-claims-responsibility-for-cyber-attack-on-metro-healthcare-organization/,,
1187,3/1/2022,2022,,Snap-on,WI,,,,Critical Manufacturing,,Conti,S0575,,,,,,,,,https://www.bleepingcomputer.com/news/security/snap-on-discloses-data-breach-claimed-by-conti-ransomware-gang/,,
1188,3/1/2022,2022,March 2022,Miratorg Agribusiness Holding,Russia,,,,Food and Agriculture,,BitLocker,,,,,,,,,,https://www.bleepingcomputer.com/news/security/top-russian-meat-producer-hit-with-windows-bitlocker-encryption-attack/,,
1189,3/1/2022,2022,March 2022,Unnamed multi-state grain company,USA,,,,Food and Agriculture,,Lockbit,,,,,,,,,,https://www.michiganfarmnews.com/fbi-alert-ag-ransomware-attacks-timed-to-critical-seasons,,
1190,3/1/2022,2022,Mar-22,ESKOM Hld SOC Ltd.,South Africa,,,,Energy,,Everest,,,,,$200k,,,,,https://securityaffairs.co/wordpress/136866/cyber-crime/south-africa-eskom-everest-ransomware.html,,
1191,3/2/2022,2022,,Fleetwood Area School District,PA,,,,Education Facilities Subsector,,,,,,,,,,,,https://www.wfmz.com/news/area/berks/authorities-investigate-ransomware-attack-in-fleetwood-asd/article_97083be6-9c13-11ec-a4c7-8f1287ebf492.html,,
1192,3/7/2022,2022,,Samsung Electronics,Japan,,,,Critical Manufacturing,Communications,Lapsus$,,,,,,,,,,https://threatpost.com/samsung-lapsus-ransomware-source-code/178791/,,
1193,3/7/2022,2022,,Rompetrol gas station,Romania,,,,Energy,,Hive,,,,,2 million USD,$5000000 or less,,,,https://www.bleepingcomputer.com/news/security/rompetrol-gas-station-network-hit-by-hive-ransomware/,,
1194,3/7/2022,2022,,Brownsville Public Utility Board (BPUB),TX,,,,Government Facilities,Energy,Lockbit,,,,,,,,,,https://www.valleycentral.com/news/local-news/russian-ransomware-gang-hacks-bpub/,,
1195,3/7/2022,2022,,North Carolina A&T State University,NC,,,,Education Facilities Subsector,,BlackCat,,,,,,,,,,https://arstechnica.com/information-technology/2022/04/ransomware-sent-north-carolina-at-university-scrambling-to-restore-services/,,
1196,3/11/2022,2022,,Denso,Germany,,,,Critical Manufacturing,,Pandora,,,,,,,,,,https://www.bleepingcomputer.com/news/security/automotive-giant-denso-hit-by-new-pandora-ransomware-gang/,,
1197,3/11/2022,2022,,McKenzie Health System,MI,,,,Healthcare and Public Health,,,,,,,,,,,,https://healthitsecurity.com/news/refuah-health-center-suffers-cybersecurity-incident-260k-impacted,,
1198,3/14/2022,2022,,Parker Hannifin,Global,,,,Critical Manufacturing,,Conti,S0575,,,,,,,,,https://www.securityweek.com/ransomware-gang-leaks-files-stolen-industrial-giant-parker-hannifin,,
1199,3/17/2022,2022,,The Rehab Group,Ireland,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.rte.ie/news/ireland/2022/0330/1289235-rehab-cyber-attack/,,
1200,3/19/2022,2022,,Town of Plainfield,CT,,,,Government Facilities,Emergency Services,,,,,"$199,000 in bitcoin","$199,000",,,,,https://www.nbcconnecticut.com/news/local/plainfield-town-computer-system-hit-by-ransomware-attack/2745992/,,
1201,3/20/2022,2022,,Bexar County Appraisal District,TX,,,,Government Facilities,,,,,,,,,,,,https://www.ksat.com/news/local/2022/03/21/ransomware-attack-hits-bexar-county-appraisal-district-some-files-damaged/,,
1202,3/21/2022,2022,,Partnership HealthPlan of California,CA,,,,Healthcare and Public Health,,Hive,,,,,,,,,,https://www.pressdemocrat.com/article/news/ransomware-group-claims-responsibility-for-partnership-healthplan-internet/,,
1203,3/21/2022,2022,,ELTA (Greece Postal Service),Greece,,,,Communications,,,,,,,,,,,,https://www.bleepingcomputer.com/news/security/greeces-public-postal-service-offline-due-to-ransomware-attack/,,
1204,3/23/2022,2022,,National Instititue of Mental Health and Neurological Sciences (NIMHANS),India,,,,Healthcare and Public Health,,,,,,$5000 in bitcoin,"$5,000",$50000 or less,,,,https://www.deccanherald.com/city/bengaluru-crime/nimhans-files-complaint-over-a-month-after-ransomware-attack-report-1106331.html,,
1205,3/24/2022,2022,,State Electric Company Limited (STELCO),Canada,,,,Energy,,,,,,,,,,,,https://edition.mv/features/24298,,
1206,3/31/2022,2022,,Nordex,Global,,,,Energy,Critical Manufacturing,Conti,S0575,,,,,,,,,https://www.bleepingcomputer.com/news/security/wind-turbine-firm-nordex-hit-by-conti-ransomware-attack/,,
1207,4/1/2022,2022,April 2022,Northern Ireland TrustFord,Ireland,,,,Transportation Systems,,Conti,S0575,,,,,,,,,https://www.infosecurity-magazine.com/news/northern-ireland-trustford/,,
1208,4/1/2022,2022,April 2022,Tensor,Russia,,,,Information Technology,,Conti,S0575,,,,,,,,,https://www.bleepingcomputer.com/news/security/hackers-use-contis-leaked-ransomware-to-attack-russian-companies/,,"NB65 used Conti source code, motivated by Russia's invasion of Ukraine"
1209,4/1/2022,2022,April 2022,Roscosmos (space agency),Russia,,,,Government Facilities,,Conti,S0575,,,,,,,,,https://www.bleepingcomputer.com/news/security/hackers-use-contis-leaked-ransomware-to-attack-russian-companies/,,"NB65 used Conti source code, motivated by Russia's invasion of Ukraine"
1210,4/1/2022,2022,April 2022,VGTRK,Russia,,,,Communications,,Conti,S0575,,,,,,,,,https://www.bleepingcomputer.com/news/security/hackers-use-contis-leaked-ransomware-to-attack-russian-companies/,,"NB65 used Conti source code, motivated by Russia's invasion of Ukraine"
1211,4/1/2022,2022,April 2022,The Costa Rican Government Entities,Costa Rica,,,,Government Facilities,,Conti,S0575,,,,$10 million,More than $5000000,No,N/A,N/A,"https://www.bleepingcomputer.com/news/security/costa-rica-declares-national-emergency-after-conti-ransomware-attacks/ ;
https://www.bleepingcomputer.com/news/security/costa-rica-declares-national-emergency-after-conti-ransomware-attacks/",,"Ministry of Finance, its Ministry of Labor and Social Security (MTSS), the Ministry of Science, Innovation, Technology, and Telecommunications, and the Social Development and Family Allowances Fund (FODESAF) all hit by the ransomware. Country declared national emergency"
1212,4/1/2022,2022,April 2022,Westchester County library,NY,,,,Education Facilities Subsector,,,,,,,,,,,,https://patch.com/new-york/newrochelle/sophisticated-ransomware-attack-hits-westchester-libraries,,
1213,4/1/2022,2022,April 2022,Peru's National Directorate of Intelligence,Peru,,,,Government Facilities,,Conti,S0575,,,,at least $1 million,$5000000 or less,,,,https://larepublica.pe/politica/2022/04/29/hackers-rusos-exigen-pago-millonario-al-ministerio-del-interior-ministerio-del-interior-pedro-castillo-mdga/,,
1214,4/3/2022,2022,,Perusahaan Gas Negara (PGN),Indonesia,,,,Energy,,Hive,,,,,,,,,,https://techmonitor.ai/technology/cybersecurity/hive-ransomware-gang-pgn,,
1215,4/8/2022,2022,,Florida International University,FL,,,,Education Facilities Subsector,,BlackCat,,,,,,,,,,https://therecord.media/blackcat-ransomware-group-claims-attack-on-florida-international-university/,,
1216,4/12/2022,2022,,"Practice Resources, LLC",NY,,,,Financial Services,,,,,,,,,,,,https://healthitsecurity.com/news/ny-billing-company-suffers-ransomware-attack-942k-impacted,,
1217,4/15/2022,2022,Mid April 2022,Wyandotte County,KS,,,,Government Facilities,,,,,,,,,,,,https://www.ksn.com/news/state-regional/recent-data-breach-in-wyandotte-county-may-be-ransomware-attack/,,
1218,4/16/2022,2022,,Professional Account Management,Puerto Rico,,,,Financial Services,,,,,,,,,,,,https://www.elnuevodia.com/noticias/gobierno/notas/asi-es-como-funciona-un-ciberataque-mediante-ransomware-como-el-que-afecta-los-sistemas-de-autoexpreso/,,
1219,4/17/2022,2022,,Unified Government of Wyandotte County and Kansas City,KS,,,,Government Facilities,,,,,,,,,No,N/A,N/A,https://www.kshb.com/news/crime/officials-confirm-unified-government-data-centers-were-targeted-by-ransomware-attack,,
1220,4/18/2022,2022,,EKZ (library services provider),Europe,,,,Information Technology,Government Facilities,Lockbit,,,,,,,No,N/A,N/A,https://therecord.media/german-library-service-struggling-to-recover-from-ransomware-attack/,,
1221,4/22/2022,2022,,American Dental Association,USA,,,,Healthcare and Public Health,,Black Basta,,,,,,,,,,https://www.bleepingcomputer.com/news/security/american-dental-association-hit-by-new-black-basta-ransomware/,,
1222,4/22/2022,2022,,Finance of Rio de Janeiro,Brazil,,,,Financial Services,Government Facilities,LockBit,,,,,,,,,,https://therecord.media/rio-de-janeiro-finance-department-hit-with-lockbit-ransomware/,,
1223,4/24/2022,2022,,Coca-Cola Co.,Global,,,,Food and Agriculture,,Stormous,,,,,,,,,,https://siliconangle.com/2022/04/26/coca-cola-investigating-possible-stormous-data-breach/,,
1224,4/25/2022,2022,,Yuma Regional Medical Center (YRMC),AZ,,,,Healthcare and Public Health,,,,,,,,,,,,https://therecord.media/arizona-hospital-says-ssns-of-700000-people-leaked-during-april-ransomware-attack/,,
1225,4/27/2022,2022,,Austin Peay State University,TN,,,,Education Facilities Subsector,,,,,,,,,,,,https://www.bleepingcomputer.com/news/security/austin-peay-state-university-resumes-after-ransomware-cyber-attack/,,
1226,4/28/2022,2022,,OneTouchPoint,WI,,,,Communications,Healthcare and Public Health,,,,,,,,,,,https://www.scmagazine.com/analysis/breach/326k-aetna-members-involved-in-mailing-vendor-ransomware-fallout,,
1227,4/30/2022,2022,,Kellogg Community College,MI,,,,Education Facilities Subsector,,,,,,,,,,,,https://www.battlecreekenquirer.com/story/news/2022/05/02/ransomware-attack-forces-kcc-cancel-classes-indefinitely/9612941002/,,
1228,5/1/2022,2022,May 2022,Top Aces,Canada,,,,Defense Industrial Base,,Lockbit,,,,,,,,,,https://therecord.media/top-aces-ransomware-attack-lockbit/,,
1229,5/1/2022,2022,May 2022,Christus Health,TX,,,,Healthcare and Public Health,,AvosLocker,,,,,,,,,,https://healthitsecurity.com/news/avoslocker-claims-responsibility-for-christus-health-ransomware-attack,,
1230,5/1/2022,2022,,Optoma Technology Inc.,CA,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.jdsupra.com/legalnews/optoma-technology-inc-confirms-data-1425375/,,
